"","X1","team_id","year","league_id","rank","g","ghome","w","l","r","ab","h","double","triple","hr","bb","so","sb","cs","hbp","sf","ra","er","era","cg","sho","sv","ipouts","ha","hra","bba","soa","e","dp","fp","name","park","attendance","salary"
"676",676,"SEA",1986,"AL",7,162,82,67,95,718,5498,1392,243,41,158,572,1148,93,76,NA,NA,835,743,4.65,33,5,27,4317,1590,171,585,944,156,191,0.97,"Seattle Mariners","Kingdome",1029045,230033.708333333
"677",677,"SEA",1987,"AL",4,162,81,78,84,760,5508,1499,282,48,161,500,863,174,73,NA,NA,801,713,4.49,39,10,33,4290,1503,199,497,919,121,150,0.98,"Seattle Mariners","Kingdome",1134255,275500
"678",678,"SEA",1988,"AL",7,161,81,68,93,664,5436,1397,271,27,148,461,787,95,61,NA,NA,744,658,4.15,28,11,28,4284,1385,144,558,981,123,168,0.98,"Seattle Mariners","Kingdome",1022398,282401.923076923
"679",679,"SEA",1989,"AL",6,162,81,73,89,694,5512,1417,237,29,134,489,838,81,55,NA,NA,728,639,4,15,10,44,4314,1422,114,560,897,143,168,0.97,"Seattle Mariners","Kingdome",1298443,402704.545454545
"680",680,"SEA",1990,"AL",5,162,81,77,85,640,5474,1419,251,26,107,596,749,105,51,NA,NA,680,592,3.69,21,7,41,4329,1319,120,606,1064,130,152,0.97,"Seattle Mariners","Kingdome",1509727,397720.25
"681",681,"SEA",1991,"AL",5,162,81,83,79,702,5494,1400,268,29,126,588,811,97,44,NA,NA,674,617,3.79,10,13,48,4392,1387,136,628,1003,110,187,0.98,"Seattle Mariners","Kingdome",2147905,603532.038461538
"682",682,"SEA",1992,"AL",7,162,81,64,98,679,5564,1466,278,24,149,474,841,100,55,NA,NA,799,731,4.55,21,9,30,4335,1467,129,661,894,112,170,0.98,"Seattle Mariners","Kingdome",1651367,870633.32
"683",683,"SEA",1993,"AL",4,162,81,82,80,734,5494,1429,272,24,161,624,901,91,68,NA,NA,731,678,4.2,22,10,41,4359,1421,135,605,1083,90,173,0.98,"Seattle Mariners","Kingdome",2052638,992072.90625
"684",684,"SEA",1994,"AL",3,112,44,49,63,569,3883,1045,211,18,153,372,652,48,21,NA,NA,616,546,4.99,13,4,21,2952,1051,109,486,763,95,102,0.97,"Seattle Mariners","Kingdome",1104206,897765.625
"685",685,"SEA",1995,"AL",1,145,73,79,66,796,4996,1377,276,20,182,549,871,110,41,NA,NA,708,644,4.5,9,8,39,3868,1343,149,591,1068,104,108,0.98,"Seattle Mariners","Kingdome",1643203,1054590.67741935
"686",686,"SEA",1996,"AL",2,161,81,85,76,993,5668,1625,343,19,245,670,1052,90,39,NA,NA,895,828,5.21,4,4,34,4293,1562,216,605,1000,110,155,0.98,"Seattle Mariners","Kingdome",2723850,1246983.36666667
"687",687,"SEA",1997,"AL",1,162,81,90,72,925,5614,1574,312,21,264,626,1110,89,40,NA,NA,833,770,4.79,9,8,38,4341,1500,192,598,1207,123,143,0.98,"Seattle Mariners","Kingdome",3192237,1374622.03333333
"688",688,"SEA",1998,"AL",3,161,81,76,85,859,5628,1553,321,28,234,558,1081,115,39,NA,NA,855,783,4.95,17,7,31,4272,1530,196,528,1156,125,139,0.97,"Seattle Mariners","Kingdome",2651511,1528415.31428571
"689",689,"SEA",1999,"AL",3,162,81,79,83,859,5572,1499,263,21,244,610,1095,130,45,NA,NA,905,834,5.24,7,6,40,4300,1613,191,684,980,113,180,0.98,"Seattle Mariners","Kingdome / Safeco Field",2916346,1533088.32352941
"690",690,"SEA",2000,"AL",2,162,81,91,71,907,5497,1481,300,26,198,775,1073,122,56,48,61,780,720,4.49,4,10,44,4325,1442,167,634,998,99,176,0.984,"Seattle Mariners","Safeco Field",2914624,2265961.53846154
"691",691,"SEA",2001,"AL",1,162,81,116,46,927,5680,1637,310,38,169,614,989,174,42,62,70,627,576,3.54,8,14,56,4395,1293,160,465,1051,83,137,0.986,"Seattle Mariners","Safeco Field",3507326,2797916.69230769
"692",692,"SEA",2002,"AL",3,162,81,93,69,814,5569,1531,285,31,152,629,1003,137,58,51,72,699,654,4.07,8,12,43,4336,1422,178,441,1063,88,134,0.985,"Seattle Mariners","Safeco Field",3542938,3211306.72
"693",693,"SEA",2003,"AL",2,162,81,93,69,795,5561,1509,290,33,139,586,989,108,37,53,46,637,602,3.76,8,15,38,4323,1340,173,466,1001,65,159,0.989,"Seattle Mariners","Safeco Field",3268509,3333044.88461538
"694",694,"SEA",2004,"AL",4,162,82,63,99,698,5722,1544,276,20,136,492,1058,110,42,54,48,823,772,4.76,7,7,28,4378,1498,212,575,1036,103,140,0.983,"Seattle Mariners","Safeco Field",2940731,3007993.85185185
"695",695,"SEA",2005,"AL",4,162,81,69,93,699,5507,1408,289,34,130,466,986,102,47,48,37,751,712,4.49,6,7,39,4283,1483,179,496,892,86,144,0.986,"Seattle Mariners","Safeco Field",2725459,2972873.5862069
"696",696,"SEA",2006,"AL",4,162,81,78,84,756,5670,1540,266,42,172,404,974,106,37,63,38,792,739,4.6,6,6,47,4340,1500,183,560,1067,88,150,0.985,"Seattle Mariners","Safeco Field",2481165,3257771.59259259
"697",697,"SEA",2007,"AL",2,162,82,88,74,794,5684,1629,284,22,153,389,861,81,30,62,40,813,754,4.73,6,12,43,4303,1578,147,546,1020,90,167,0.985,"Seattle Mariners","Safeco Field",2672223,4203233.32
"698",698,"SEA",2008,"AL",4,162,81,61,101,671,5643,1498,285,20,124,417,890,90,32,38,42,811,754,4.73,4,4,36,4306,1544,161,626,1016,99,160,0.984,"Seattle Mariners","Safeco Field",2329702,4691059.28
"699",699,"SEA",2009,"AL",3,162,81,85,77,640,5543,1430,280,19,160,421,1093,89,33,49,44,692,625,3.87,4,10,49,4358,1359,172,534,1043,105,150,0.982,"Seattle Mariners","Safeco Field",2195533,3772852.53846154
"700",700,"SEA",2010,"AL",4,162,81,61,101,513,5409,1274,227,16,101,459,1184,142,39,39,40,698,628,3.93,11,10,38,4314,1402,157,452,973,110,145,0.982,"Seattle Mariners","Safeco Field",2085488,3253596.15384615
"701",701,"SEA",2011,"AL",4,162,84,67,95,556,5421,1263,253,22,109,435,1280,125,40,37,41,675,621,3.9,12,10,39,4299,1369,145,436,1088,108,152,0.982,"Seattle Mariners","Safeco Field",1939421,3007262.96296296
"702",702,"SEA",2012,"AL",4,162,81,75,87,619,5494,1285,241,27,149,466,1259,104,35,30,35,651,608,3.76,8,11,43,4370,1359,166,449,1166,72,155,0.988,"Seattle Mariners","Safeco Field",1721920,3115942.30769231
"703",703,"SEA",2013,"AL",4,162,81,71,91,624,5558,1318,249,17,188,529,1353,49,23,31,28,754,702,4.31,4,14,43,4395,1467,174,478,1297,88,149,0.986,"Seattle Mariners","Safeco Field",1761546,2939985.72
"704",704,"SEA",2014,"AL",3,162,81,87,75,634,5450,1328,247,32,136,396,1232,96,42,60,34,554,512,3.17,2,9,51,4356,1240,137,463,1317,82,139,0.986,"Seattle Mariners","Safeco Field",2064334,3605462.5
"705",705,"SEA",2015,"AL",4,162,81,76,86,656,5544,1379,262,22,198,478,1336,69,45,36,35,726,677,4.16,6,12,45,4389,1430,181,491,1283,94,155,0.985,"Seattle Mariners","Safeco Field",2193581,4888348
"706",706,"SFN",1986,"NL",3,162,81,83,79,698,5501,1394,269,29,114,536,1087,148,93,NA,NA,618,540,3.33,18,10,35,4380,1264,121,591,992,143,149,0.97,"San Francisco Giants","Candlestick Park",1528748,314333.333333333
"707",707,"SFN",1987,"NL",1,162,81,90,72,783,5608,1458,274,32,205,511,1094,126,97,NA,NA,669,601,3.68,19,10,38,4413,1407,146,547,1038,129,183,0.98,"San Francisco Giants","Candlestick Park",1917168,318636.363636364
"708",708,"SFN",1988,"NL",4,162,81,83,79,670,5450,1353,227,44,113,550,1023,121,78,NA,NA,626,551,3.39,25,13,42,4386,1323,99,422,875,129,145,0.98,"San Francisco Giants","Candlestick Park",1785297,495200
"709",709,"SFN",1989,"NL",1,162,81,92,70,699,5469,1365,241,52,141,508,1071,87,54,NA,NA,600,534,3.3,12,16,47,4371,1320,120,471,802,113,135,0.98,"San Francisco Giants","Candlestick Park",2059701,550290.148148148
"710",710,"SFN",1990,"NL",3,162,81,85,77,719,5573,1459,221,35,152,488,973,109,56,NA,NA,710,656,4.08,14,6,45,4338,1477,131,553,788,107,148,0.98,"San Francisco Giants","Candlestick Park",1975528,609043
"711",711,"SFN",1991,"NL",4,162,81,75,87,649,5463,1345,215,48,141,471,973,95,57,NA,NA,697,646,4.03,10,10,45,4326,1397,143,544,905,108,151,0.98,"San Francisco Giants","Candlestick Park",1737478,1191064.07692308
"712",712,"SFN",1992,"NL",5,162,81,72,90,574,5456,1330,220,36,105,435,1067,112,64,NA,NA,647,586,3.61,9,12,30,4383,1385,128,502,927,111,174,0.98,"San Francisco Giants","Candlestick Park",1560998,1281798.66666667
"713",713,"SFN",1993,"NL",2,162,81,103,59,808,5557,1534,269,33,168,516,930,120,65,NA,NA,636,584,3.61,4,9,50,4368,1385,168,442,982,101,169,0.98,"San Francisco Giants","Candlestick Park",2606354,1164700
"714",714,"SFN",1994,"NL",2,115,60,55,60,504,3869,963,159,32,123,364,719,114,40,NA,NA,500,454,3.99,2,0,33,3075,1014,122,372,655,68,113,0.98,"San Francisco Giants","Candlestick Park",1704608,1329622.2
"715",715,"SFN",1995,"NL",4,144,72,67,77,652,4971,1256,229,33,152,472,1060,138,46,NA,NA,776,698,4.86,12,5,34,3879,1368,173,505,801,106,142,0.98,"San Francisco Giants","Candlestick Park",1241500,977129.108108108
"716",716,"SFN",1996,"NL",4,162,82,68,94,752,5533,1400,245,21,153,615,1189,113,53,NA,NA,862,756,4.72,9,8,35,4326,1520,194,570,997,134,165,0.97,"San Francisco Giants","Candlestick Park",1413922,1086609.55882353
"717",717,"SFN",1997,"NL",1,162,81,90,72,784,5485,1415,266,37,172,642,1120,121,49,NA,NA,793,709,4.41,5,9,45,4338,1494,160,578,1044,120,157,0.98,"San Francisco Giants","3Com Park",1690869,1168912.6
"718",718,"SFN",1998,"NL",2,163,81,89,74,845,5628,1540,292,26,161,678,1040,102,51,NA,NA,739,688,4.19,6,6,44,4431,1457,171,562,1089,101,157,0.98,"San Francisco Giants","3Com Park",1925364,1636800.04
"719",719,"SFN",1999,"NL",2,162,81,86,76,872,5563,1507,307,18,188,696,1028,109,56,NA,NA,831,762,4.71,6,3,42,4368,1486,194,655,1076,105,150,0.98,"San Francisco Giants","3Com Park",2078399,1606726.10344828
"720",720,"SFN",2000,"NL",1,162,81,97,65,925,5519,1535,304,44,226,709,1032,79,39,51,66,747,675,4.21,9,15,47,4333,1452,151,623,1076,93,173,0.985,"San Francisco Giants","PacBell Park",3318800,2066839.46153846
"721",721,"SFN",2001,"NL",2,162,81,90,72,799,5612,1493,304,40,235,625,1090,57,42,50,54,748,680,4.18,3,8,47,4390,1437,145,579,1080,118,170,0.981,"San Francisco Giants","PacBell Park",3311958,2350198.73076923
"722",722,"SFN",2002,"NL",2,162,81,95,66,783,5497,1465,300,35,198,616,961,74,21,65,52,616,566,3.54,10,13,43,4312,1349,116,523,992,90,166,0.985,"San Francisco Giants","PacBell Park",3253203,2899993.88888889
"723",723,"SFN",2003,"NL",1,161,81,100,61,755,5456,1440,281,29,180,593,980,53,37,40,39,638,595,3.73,7,10,43,4312,1349,136,546,1006,80,163,0.987,"San Francisco Giants","PacBell Park",3264898,2964086.68
"724",724,"SFN",2004,"NL",2,162,82,91,71,850,5546,1500,314,33,183,705,874,43,23,72,51,770,695,4.29,8,8,46,4371,1481,161,548,1020,101,153,0.984,"San Francisco Giants","SBC Park",3256854,2502385.03448276
"725",725,"SFN",2005,"NL",3,162,81,75,87,649,5462,1427,299,26,128,431,901,71,35,49,44,745,695,4.33,4,8,46,4333,1456,151,592,972,90,146,0.985,"San Francisco Giants","SBC Park",3181023,3469211.53846154
"726",726,"SFN",2006,"NL",3,161,81,76,85,746,5472,1418,297,52,163,494,891,58,25,53,37,790,735,4.63,7,9,37,4289,1422,153,584,992,91,132,0.985,"San Francisco Giants","AT&T Park",3130313,3463708.42307692
"727",727,"SFN",2007,"NL",5,162,81,71,91,683,5538,1407,267,37,131,532,907,119,33,39,36,720,677,4.19,5,10,37,4361,1442,133,593,1057,88,148,0.986,"San Francisco Giants","AT&T Park",3223215,3469963.69230769
"728",728,"SFN",2008,"NL",4,162,81,72,90,640,5543,1452,311,37,94,452,1044,108,46,48,44,759,701,4.38,4,12,41,4326,1416,147,652,1240,96,129,0.983,"San Francisco Giants","AT&T Park",2863837,2646232.14285714
"729",729,"SFN",2009,"NL",3,162,81,88,74,657,5493,1411,275,43,122,392,1158,78,28,50,55,611,571,3.55,11,18,41,4338,1268,140,584,1302,88,138,0.985,"San Francisco Giants","AT&T Park",2862110,2994863.46153846
"730",730,"SFN",2010,"NL",1,162,81,92,70,697,5488,1411,284,30,162,487,1099,55,32,50,41,583,546,3.36,6,17,57,4383,1279,134,578,1331,73,110,0.988,"San Francisco Giants","AT&T Park",3037443,3636530.85185185
"731",731,"SFN",2011,"NL",2,162,81,86,76,570,5486,1327,282,24,121,448,1122,85,51,52,43,578,522,3.2,3,12,52,4404,1260,96,559,1316,104,127,0.983,"San Francisco Giants","AT&T Park",3387303,4377716.03703704
"732",732,"SFN",2012,"NL",1,162,81,94,68,718,5558,1495,287,57,103,483,1097,118,39,29,61,649,593,3.68,5,14,53,4353,1361,142,489,1237,115,134,0.981,"San Francisco Giants","AT&T Park",3377371,3969310.10714286
"733",733,"SFN",2013,"NL",4,162,82,76,86,629,5552,1446,280,35,107,469,1078,67,26,39,42,691,643,4,2,13,41,4342,1380,145,521,1256,107,128,0.982,"San Francisco Giants","AT&T Park",3326796,5006440.5
"734",734,"SFN",2014,"NL",2,162,81,88,74,665,5523,1407,257,42,132,427,1245,56,27,43,49,614,564,3.5,8,12,46,4347,1305,133,389,1211,100,155,0.984,"San Francisco Giants","AT&T Park",3368697,5518895.07407407
"735",735,"SFN",2015,"NL",2,162,81,84,78,696,5565,1486,288,39,136,457,1159,93,36,49,37,627,597,3.72,7,18,41,4333,1344,155,431,1165,78,145,0.987,"San Francisco Giants","AT&T Park",3375882,6100055.55555556
"736",736,"SLN",1986,"NL",3,161,81,79,82,601,5378,1270,216,48,58,568,905,262,78,NA,NA,611,549,3.37,17,4,46,4398,1364,135,485,761,123,178,0.98,"St. Louis Cardinals","Busch Stadium II",2471974,365741.111111111
"737",737,"SLN",1987,"NL",1,162,81,95,67,798,5500,1449,252,49,94,644,933,248,72,NA,NA,693,637,3.91,10,7,48,4398,1484,129,533,873,116,172,0.98,"St. Louis Cardinals","Busch Stadium II",3072122,376933.333333333
"738",738,"SLN",1988,"NL",5,162,81,76,86,578,5518,1373,207,33,71,484,827,234,64,NA,NA,633,567,3.47,17,14,42,4410,1387,91,486,881,121,131,0.98,"St. Louis Cardinals","Busch Stadium II",2892799,490576.923076923
"739",739,"SLN",1989,"NL",3,164,83,86,76,632,5492,1418,263,47,73,507,848,155,54,NA,NA,608,545,3.36,18,18,43,4383,1330,84,482,844,111,134,0.98,"St. Louis Cardinals","Busch Stadium II",3080980,590532.038461538
"740",740,"SLN",1990,"NL",6,162,81,70,92,599,5462,1398,255,41,73,517,844,221,74,NA,NA,698,620,3.87,8,13,39,4329,1432,98,475,833,129,114,0.97,"St. Louis Cardinals","Busch Stadium II",2573225,592373.757575758
"741",741,"SLN",1991,"NL",2,162,84,84,78,651,5362,1366,239,53,68,532,857,202,110,NA,NA,648,588,3.69,9,5,51,4305,1367,114,454,822,105,133,0.98,"St. Louis Cardinals","Busch Stadium II",2448699,743269.269230769
"742",742,"SLN",1992,"NL",3,162,81,83,79,631,5594,1464,262,44,94,495,996,208,118,NA,NA,604,556,3.38,10,9,47,4440,1405,118,400,842,91,146,0.98,"St. Louis Cardinals","Busch Stadium II",2418483,974422.714285714
"743",743,"SLN",1993,"NL",3,162,81,87,75,758,5551,1508,262,34,118,588,882,153,72,NA,NA,744,660,4.09,5,7,54,4359,1553,152,383,775,159,157,0.97,"St. Louis Cardinals","Busch Stadium II",2844977,795425.310344828
"744",744,"SLN",1994,"NL",3,115,56,53,61,535,3902,1026,213,27,108,434,686,76,46,NA,NA,621,581,5.14,7,3,29,3054,1154,134,355,632,80,119,0.98,"St. Louis Cardinals","Busch Stadium II",1866544,1033521.46428571
"745",745,"SLN",1995,"NL",4,143,72,62,81,563,4779,1182,238,24,107,436,920,79,46,NA,NA,658,575,4.09,4,6,38,3795,1290,135,445,842,113,156,0.98,"St. Louis Cardinals","Busch Stadium II",1756727,957371.428571429
"746",746,"SLN",1996,"NL",1,162,81,88,74,759,5502,1468,281,31,142,495,1089,149,58,NA,NA,706,642,3.98,13,11,43,4356,1380,173,539,1050,125,139,0.98,"St. Louis Cardinals","Busch Stadium II",2654718,1220292.93939394
"747",747,"SLN",1997,"NL",4,162,81,73,89,689,5524,1409,269,39,144,543,1191,164,60,NA,NA,708,631,3.9,5,3,39,4367,1422,124,536,1130,123,156,0.98,"St. Louis Cardinals","Busch Stadium II",2634014,1327990.20588235
"748",748,"SLN",1998,"NL",3,163,82,83,79,810,5593,1444,292,30,223,676,1179,133,41,NA,NA,782,705,4.32,6,10,44,4409,1513,151,558,972,142,160,0.97,"St. Louis Cardinals","Busch Stadium II",3195691,1634924.87878788
"749",749,"SLN",1999,"NL",4,161,80,75,86,809,5570,1461,274,27,194,613,1202,134,48,NA,NA,838,761,4.74,5,3,38,4335,1519,161,667,1025,132,161,0.97,"St. Louis Cardinals","Busch Stadium II",3225334,1442005.73529412
"750",750,"SLN",2000,"NL",1,162,81,95,67,887,5478,1481,259,25,235,675,1253,87,51,84,53,771,698,4.38,10,7,37,4301,1403,196,606,1100,111,148,0.981,"St. Louis Cardinals","Busch Stadium II",3336493,2276069
"751",751,"SLN",2001,"NL",2,162,82,93,69,814,5450,1469,274,32,199,529,1089,91,35,65,50,684,627,3.93,8,11,38,4306,1389,196,526,1083,110,156,0.982,"St. Louis Cardinals","Busch Stadium II",3109578,2643333.32142857
"752",752,"SLN",2002,"NL",1,162,81,97,65,787,5505,1475,285,26,175,542,927,86,42,67,49,648,595,3.7,4,9,42,4339,1355,141,547,1009,103,168,0.983,"St. Louis Cardinals","Busch Stadium II",3011756,2970435
"753",753,"SLN",2003,"NL",3,162,81,85,77,876,5672,1580,342,32,196,580,952,82,32,73,54,796,748,4.6,9,10,41,4391,1544,210,508,969,77,138,0.987,"St. Louis Cardinals","Busch Stadium II",2910386,2960059.5
"754",754,"SLN",2004,"NL",1,162,81,105,57,855,5555,1544,319,24,214,548,1085,111,47,51,70,659,605,3.75,4,12,57,4361,1378,169,440,1041,97,154,0.985,"St. Louis Cardinals","Busch Stadium II",3048427,3201089.73076923
"755",755,"SLN",2005,"NL",1,162,81,100,62,805,5538,1494,287,26,170,534,947,83,36,62,35,634,560,3.49,15,14,48,4337,1399,153,443,974,100,196,0.984,"St. Louis Cardinals","Busch Stadium II",3538988,3806118.04166667
"756",756,"SLN",2006,"NL",1,161,80,83,78,781,5522,1484,292,27,184,531,922,59,32,61,40,762,721,4.54,6,9,38,4289,1475,193,504,970,98,170,0.984,"St. Louis Cardinals","Busch Stadium III",3407104,3494254.84
"757",757,"SLN",2007,"NL",3,162,81,78,84,725,5529,1513,279,13,141,506,909,56,33,54,54,829,741,4.65,2,8,34,4307,1514,168,509,945,121,155,0.98,"St. Louis Cardinals","Busch Stadium III",3552180,3329808.25925926
"758",758,"SLN",2008,"NL",4,162,81,86,76,779,5636,1585,283,26,174,577,985,73,32,42,44,725,677,4.19,2,7,42,4362,1517,163,496,957,85,156,0.986,"St. Louis Cardinals","Busch Stadium III",3432917,3049214.96666667
"759",759,"SLN",2009,"NL",1,162,81,91,71,730,5465,1436,294,29,160,528,1041,75,31,61,43,640,586,3.66,8,11,43,4322,1407,123,460,1049,96,167,0.985,"St. Louis Cardinals","Busch Stadium III",3343252,3389554.19230769
"760",760,"SLN",2010,"NL",2,162,81,86,76,736,5542,1456,285,18,150,541,1027,79,41,50,40,641,577,3.57,7,16,32,4361,1412,133,477,1094,99,172,0.984,"St. Louis Cardinals","Busch Stadium III",3301218,3741630.04
"761",761,"SLN",2011,"NL",2,162,81,90,72,762,5532,1513,308,22,162,542,978,57,39,44,40,692,608,3.74,7,9,47,4386,1461,136,448,1098,116,167,0.982,"St. Louis Cardinals","Busch Stadium III",3093954,3379466.76
"762",762,"SLN",2012,"NL",2,162,81,88,74,765,5622,1526,290,37,159,533,1192,91,37,53,49,648,603,3.71,4,10,42,4388,1420,134,436,1218,107,149,0.983,"St. Louis Cardinals","Busch Stadium III",3262109,4053735.62962963
"763",763,"SLN",2013,"NL",1,162,81,97,65,783,5557,1494,322,20,125,481,1110,45,22,64,44,596,555,3.42,7,15,44,4379,1366,112,451,1254,75,177,0.988,"St. Louis Cardinals","Busch Stadium III",3369769,3295003.92857143
"764",764,"SLN",2014,"NL",1,162,81,90,72,619,5426,1371,275,21,105,471,1133,57,32,86,39,603,564,3.5,8,23,55,4346,1321,123,470,1221,88,145,0.985,"St. Louis Cardinals","Busch Stadium III",3540649,3905296.2962963
"765",765,"SLN",2015,"NL",1,162,81,100,62,647,5484,1386,288,39,137,506,1267,69,38,66,42,525,478,2.94,1,15,62,4394,1359,123,477,1329,96,159,0.984,"St. Louis Cardinals","Busch Stadium III",3520889,4586211.53846154
"766",766,"TBA",1998,"AL",5,162,81,63,99,620,5555,1450,267,43,111,473,1107,120,73,NA,NA,751,697,4.35,7,8,28,4329,1425,171,643,1008,94,178,0.98,"Tampa Bay Devil Rays","Tropicana Field",2506293,867177.419354839
"767",767,"TBA",1999,"AL",5,162,81,69,93,772,5586,1531,272,29,145,544,1042,73,49,NA,NA,913,805,5.06,6,5,45,4297,1606,172,695,1055,135,198,0.97,"Tampa Bay Devil Rays","Tropicana Field",1562827,1044864.86486486
"768",768,"TBA",2000,"AL",5,161,80,69,92,733,5505,1414,253,22,162,558,1022,90,46,51,40,842,773,4.86,10,8,38,4294,1553,198,533,955,118,169,0.981,"Tampa Bay Devil Rays","Tropicana Field",1449673,1839314.79310345
"769",769,"TBA",2001,"AL",5,162,81,62,100,672,5524,1426,311,21,121,456,1116,115,52,54,25,887,781,4.94,1,6,30,4271,1513,207,569,1030,139,144,0.977,"Tampa Bay Devil Rays","Tropicana Field",1298365,1679200
"770",770,"TBA",2002,"AL",5,161,81,55,106,673,5604,1418,297,35,133,456,1115,102,45,58,36,918,846,5.29,12,3,25,4321,1567,215,620,925,126,168,0.979,"Tampa Bay Devil Rays","Tropicana Field",1065742,1303000
"771",771,"TBA",2003,"AL",5,162,81,63,99,715,5654,1501,298,38,137,420,1030,142,42,56,50,852,787,4.93,7,7,30,4310,1454,196,639,877,103,158,0.983,"Tampa Bay Devil Rays","Tropicana Field",1058695,785200
"772",772,"TBA",2004,"AL",4,161,80,70,91,714,5483,1416,278,46,145,469,944,132,42,55,56,842,757,4.81,3,5,35,4251,1459,192,580,923,119,139,0.98,"Tampa Bay Devil Rays","Tropicana Field",1274911,1125160.26923077
"773",773,"TBA",2005,"AL",5,162,81,67,95,750,5552,1519,289,40,157,412,990,151,49,69,51,936,851,5.39,1,4,43,4265,1570,194,615,949,124,139,0.979,"Tampa Bay Devil Rays","Tropicana Field",1141669,1102560.26923077
"774",774,"TBA",2006,"AL",5,162,81,61,101,689,5474,1395,267,33,190,441,1106,134,52,47,43,856,782,4.96,3,7,33,4261,1600,180,606,979,116,156,0.981,"Tampa Bay Devil Rays","Tropicana Field",1368950,1293258.03703704
"775",775,"TBA",2007,"AL",5,162,81,66,96,782,5593,1500,291,36,187,545,1324,131,48,53,52,944,879,5.53,2,2,28,4289,1649,199,568,1194,117,155,0.98,"Tampa Bay Devil Rays","Tropicana Field",1387603,893462.962962963
"776",776,"TBA",2008,"AL",1,162,81,97,65,774,5541,1443,284,37,180,626,1224,142,50,68,52,671,618,3.82,7,12,52,4373,1349,166,526,1143,90,153,0.985,"Tampa Bay Rays","Tropicana Field",1811986,1497237.82758621
"777",777,"TBA",2009,"AL",3,162,81,84,78,803,5462,1434,297,36,199,642,1229,194,61,49,45,754,686,4.33,3,5,41,4282,1421,183,515,1125,98,135,0.983,"Tampa Bay Rays","Tropicana Field",1874962,2183208.06896552
"778",778,"TBA",2010,"AL",1,162,81,96,66,802,5439,1343,295,37,160,672,1292,172,47,57,57,649,611,3.78,6,12,51,4361,1347,175,478,1189,85,134,0.986,"Tampa Bay Rays","Tropicana Field",1843445,2697056.57692308
"779",779,"TBA",2011,"AL",2,162,81,91,71,707,5436,1324,273,37,172,571,1193,155,62,73,35,614,577,3.58,15,13,32,4347,1263,161,504,1143,73,138,0.988,"Tampa Bay Rays","Tropicana Field",1529188,1578983.5
"780",780,"TBA",2012,"AL",3,162,81,90,72,697,5398,1293,250,30,175,571,1323,134,44,58,42,577,518,3.19,7,15,50,4379,1233,139,469,1383,114,155,0.981,"Tampa Bay Rays","Tropicana Field",1559681,2358992.59259259
"781",781,"TBA",2013,"AL",2,163,81,92,71,700,5538,1421,296,23,165,589,1171,73,38,36,55,646,608,3.74,9,17,42,4392,1315,153,482,1310,59,147,0.99,"Tampa Bay Rays","Tropicana Field",1510300,2302403.13043478
"782",782,"TBA",2014,"AL",4,162,81,77,85,612,5516,1361,263,24,117,527,1124,63,27,66,53,625,579,3.56,3,22,37,4391,1292,145,482,1437,88,96,0.985,"Tampa Bay Rays","Tropicana Field",1446464,2907564
"783",783,"TBA",2015,"AL",4,162,84,80,82,644,5485,1383,278,32,167,436,1310,87,45,84,47,642,604,3.74,1,12,60,4360,1314,175,477,1355,95,118,0.984,"Tampa Bay Rays","Tropicana Field",1287054,2243615.46428571
"784",784,"TEX",1986,"AL",2,162,81,87,75,771,5529,1479,248,43,184,511,1088,103,85,NA,NA,743,662,4.11,15,8,41,4350,1356,145,736,1059,120,160,0.98,"Texas Rangers","Arlington Stadium",1692002,242124.76
"785",785,"TEX",1987,"AL",6,162,81,75,87,823,5564,1478,264,35,194,567,1081,120,71,NA,NA,849,743,4.63,20,3,27,4332,1388,199,760,1103,148,148,0.97,"Texas Rangers","Arlington Stadium",1763053,220000
"786",786,"TEX",1988,"AL",6,161,81,70,91,637,5479,1378,227,39,112,542,1022,130,57,NA,NA,735,647,4.05,41,11,31,4314,1310,129,654,912,129,145,0.97,"Texas Rangers","Arlington Stadium",1581901,248196.714285714
"787",787,"TEX",1989,"AL",4,162,81,83,79,695,5458,1433,260,46,122,503,989,101,49,NA,NA,714,623,3.91,26,7,44,4302,1279,119,654,1112,136,137,0.97,"Texas Rangers","Arlington Stadium",2043993,386980.769230769
"788",788,"TEX",1990,"AL",3,162,82,83,79,676,5469,1416,257,27,110,575,1054,115,48,NA,NA,696,615,3.83,25,9,36,4332,1343,113,623,997,133,161,0.97,"Texas Rangers","Arlington Stadium",2057911,448205.548387097
"789",789,"TEX",1991,"AL",3,162,81,85,77,829,5703,1539,288,31,177,596,1039,102,50,NA,NA,814,735,4.47,9,10,41,4437,1486,151,662,1022,134,138,0.97,"Texas Rangers","Arlington Stadium",2297720,867833.333333333
"790",790,"TEX",1992,"AL",4,162,81,77,85,682,5537,1387,266,23,159,550,1036,81,44,NA,NA,753,663,4.09,19,3,42,4380,1471,113,598,1034,153,153,0.97,"Texas Rangers","Arlington Stadium",2198231,1063549.37037037
"791",791,"TEX",1993,"AL",2,162,81,86,76,835,5510,1472,284,39,181,483,984,113,67,NA,NA,751,684,4.28,20,6,45,4314,1476,144,562,957,130,145,0.97,"Texas Rangers","Arlington Stadium",2244616,1056910.55882353
